Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSPMRG00000019530,CCDC124,ENSG00000007080,CCDC124
ENSPMRG00000019531,,ENSG00000166949,SMAD3
ENSPMRG00000019532,,,
ENSPMRG00000019533,ECEL1,ENSG00000171551,ECEL1
ENSPMRG00000019534,,,
ENSPMRG00000019535,,,
ENSPMRG00000019536,NUP93,ENSG00000102900,NUP93
ENSPMRG00000019537,,,
ENSPMRG00000019538,KCNN1,ENSG00000105642,KCNN1
ENSPMRG00000019539,GNA12,ENSG00000146535,GNA12
ENSPMRG00000019540,,,
ENSPMRG00000019541,TRPC5,ENSG00000072315,TRPC5
ENSPMRG00000019542,,,
ENSPMRG00000019543,,ENSG00000171155,C1GALT1C1
ENSPMRG00000019543,,ENSG00000223658,C1GALT1C1L
ENSPMRG00000019544,,ENSG00000198286,CARD11
ENSPMRG00000019545,,,
ENSPMRG00000019546,,,
ENSPMRG00000019547,FAM193A,ENSG00000125386,FAM193A
ENSPMRG00000019548,ITFG1,ENSG00000129636,ITFG1
ENSPMRG00000019549,,,
ENSPMRG00000019550,,ENSG00000232119,MCTS1
ENSPMRG00000019550,,ENSG00000101898,MCTS2
ENSPMRG00000019551,,ENSG00000198286,CARD11
ENSPMRG00000019552,OR4Q2,ENSG00000196383,OR4Q2
ENSPMRG00000019553,,,
ENSPMRG00000019554,RLBP1,ENSG00000140522,RLBP1
ENSPMRG00000019555,,,
ENSPMRG00000019556,,,
ENSPMRG00000019557,,ENSG00000120333,MRPS14
ENSPMRG00000019558,,,
ENSPMRG00000019559,KCNV1,ENSG00000164794,KCNV1
ENSPMRG00000019560,CUL4B,ENSG00000158290,CUL4B
ENSPMRG00000019561,,,
ENSPMRG00000019562,,,
ENSPMRG00000019563,SLC12A3,ENSG00000070915,SLC12A3
ENSPMRG00000019564,,,
ENSPMRG00000019565,ABHD2,ENSG00000140526,ABHD2
ENSPMRG00000019566,NR2F6,ENSG00000160113,NR2F6
ENSPMRG00000019567,,,
ENSPMRG00000019568,RPS6KA6,ENSG00000072133,RPS6KA6
ENSPMRG00000019569,,,
ENSPMRG00000019570,SERTM2,ENSG00000260802,SERTM2
ENSPMRG00000019571,,ENSG00000130307,USHBP1
ENSPMRG00000019572,SYBU,ENSG00000147642,SYBU
ENSPMRG00000019573,NETO2,ENSG00000171208,NETO2
ENSPMRG00000019574,,,
ENSPMRG00000019575,,,
ENSPMRG00000019576,,,
ENSPMRG00000019577,CCN3,ENSG00000136999,CCN3
ENSPMRG00000019578,TMEM132E,ENSG00000181291,TMEM132E
ENSPMRG00000019579,,ENSG00000170909,OSCAR
ENSPMRG00000019579,,ENSG00000147255,IGSF1
ENSPMRG00000019579,,ENSG00000121410,A1BG
ENSPMRG00000019580,,,
ENSPMRG00000019581,MFGE8,ENSG00000140545,MFGE8
ENSPMRG00000019582,,ENSG00000105393,BABAM1
ENSPMRG00000019583,MAL2,ENSG00000147676,MAL2
ENSPMRG00000019584,DCX,ENSG00000077279,DCX
ENSPMRG00000019585,LAMP2,ENSG00000005893,LAMP2
ENSPMRG00000019586,SDK1,ENSG00000146555,SDK1
ENSPMRG00000019587,,,
ENSPMRG00000019588,DNAJA2,ENSG00000069345,DNAJA2
ENSPMRG00000019589,HERPUD1,ENSG00000051108,HERPUD1
ENSPMRG00000019590,,,
ENSPMRG00000019591,,,
ENSPMRG00000019592,,,
ENSPMRG00000019593,,,
ENSPMRG00000019594,HAPLN3,ENSG00000140511,HAPLN3
ENSPMRG00000019595,COLEC10,ENSG00000184374,COLEC10
ENSPMRG00000019596,EBAG9,ENSG00000147654,EBAG9
ENSPMRG00000019597,ANKLE1,ENSG00000160117,ANKLE1
ENSPMRG00000019598,,,
ENSPMRG00000019599,,ENSG00000144645,OSBPL10
ENSPMRG00000019600,,,
ENSPMRG00000019601,GPT2,ENSG00000166123,GPT2
ENSPMRG00000019602,,,
ENSPMRG00000019603,,,
ENSPMRG00000019604,ACAN,ENSG00000157766,ACAN
ENSPMRG00000019605,TNFRSF11B,ENSG00000164761,TNFRSF11B
ENSPMRG00000019606,,,
ENSPMRG00000019607,,ENSG00000213462,ERV3-1
ENSPMRG00000019608,CAPN6,ENSG00000077274,CAPN6
ENSPMRG00000019609,,ENSG00000089006,SNX5
ENSPMRG00000019610,ATP1B4,ENSG00000101892,ATP1B4
ENSPMRG00000019611,ENY2,ENSG00000120533,ENY2
ENSPMRG00000019612,,,
ENSPMRG00000019613,CETP,ENSG00000087237,CETP
ENSPMRG00000019614,,,
ENSPMRG00000019615,C16orf87,ENSG00000155330,C16orf87
ENSPMRG00000019616,ABHD8,ENSG00000127220,ABHD8
ENSPMRG00000019617,,,
ENSPMRG00000019618,MYLK3,ENSG00000140795,MYLK3
ENSPMRG00000019619,,,
ENSPMRG00000019620,CPNE2,ENSG00000140848,CPNE2
ENSPMRG00000019621,,,
ENSPMRG00000019622,,ENSG00000125355,TMEM255A
ENSPMRG00000019623,,,
ENSPMRG00000019624,NUDCD1,ENSG00000120526,NUDCD1
ENSPMRG00000019625,,ENSG00000172183,ISG20
ENSPMRG00000019626,,,
ENSPMRG00000019627,ORC6,ENSG00000091651,ORC6
ENSPMRG00000019628,,,
ENSPMRG00000019629,,,
ENSPMRG00000019630,,ENSG00000172775,PSME3IP1
ENSPMRG00000019631,VPS35,ENSG00000069329,VPS35
ENSPMRG00000019632,PAK3,ENSG00000077264,PAK3
ENSPMRG00000019633,ZBTB33,ENSG00000177485,ZBTB33
ENSPMRG00000019634,,ENSG00000085265,FCN1
ENSPMRG00000019635,RSPRY1,ENSG00000159579,RSPRY1
ENSPMRG00000019636,,ENSG00000234469,CLDN34
ENSPMRG00000019637,DET1,ENSG00000140543,DET1
ENSPMRG00000019638,,ENSG00000189134,NKAPL
ENSPMRG00000019639,TRHR,ENSG00000174417,TRHR
ENSPMRG00000019640,IGFBP2,ENSG00000115457,IGFBP2
ENSPMRG00000019641,,ENSG00000153774,CFDP1
ENSPMRG00000019642,RABGEF1,ENSG00000154710,RABGEF1
ENSPMRG00000019643,VPS35L,ENSG00000103544,VPS35L
ENSPMRG00000019644,,,
ENSPMRG00000019645,ARL2BP,ENSG00000102931,ARL2BP
ENSPMRG00000019646,,ENSG00000187714,SLC18A3
ENSPMRG00000019647,,,
ENSPMRG00000019648,AKAP14,ENSG00000186471,AKAP14
ENSPMRG00000019649,,,
ENSPMRG00000019650,TMEM74,ENSG00000164841,TMEM74
ENSPMRG00000019651,MRPS11,ENSG00000181991,MRPS11
ENSPMRG00000019652,SHCBP1,ENSG00000171241,SHCBP1
ENSPMRG00000019653,,,
ENSPMRG00000019654,PLLP,ENSG00000102934,PLLP
ENSPMRG00000019655,,ENSG00000125356,NDUFA1
ENSPMRG00000019656,,,
ENSPMRG00000019657,,,
ENSPMRG00000019658,,ENSG00000205336,ADGRG1
ENSPMRG00000019659,EMC2,ENSG00000104412,EMC2
ENSPMRG00000019660,CHRDL1,ENSG00000101938,CHRDL1
ENSPMRG00000019661,UQCRFS1,ENSG00000169021,UQCRFS1
ENSPMRG00000019662,UPF3B,ENSG00000125351,UPF3B
ENSPMRG00000019663,,,
ENSPMRG00000019664,,,
ENSPMRG00000019665,SMARCAL1,ENSG00000138375,SMARCAL1
ENSPMRG00000019666,CCDC71,ENSG00000177352,CCDC71
ENSPMRG00000019667,,,
ENSPMRG00000019668,VSTM2B,ENSG00000187135,VSTM2B
ENSPMRG00000019669,AMMECR1,ENSG00000101935,AMMECR1
ENSPMRG00000019670,,,
ENSPMRG00000019671,,,
ENSPMRG00000019672,,,
ENSPMRG00000019673,,,
ENSPMRG00000019674,,,
ENSPMRG00000019675,POP4,ENSG00000105171,POP4
ENSPMRG00000019676,,,
ENSPMRG00000019677,,ENSG00000106258,CYP3A5
ENSPMRG00000019677,,ENSG00000160868,CYP3A4
ENSPMRG00000019677,,ENSG00000021461,CYP3A43
ENSPMRG00000019677,,ENSG00000160870,CYP3A7
ENSPMRG00000019678,TMEM164,ENSG00000157600,TMEM164
ENSPMRG00000019679,,ENSG00000206622,SNORA69
ENSPMRG00000019679,,ENSG00000212206,
ENSPMRG00000019680,NTRK3,ENSG00000140538,NTRK3
ENSPMRG00000019681,KLHDC8B,ENSG00000185909,KLHDC8B
ENSPMRG00000019682,,,
ENSPMRG00000019683,MARCHF4,ENSG00000144583,MARCHF4
ENSPMRG00000019684,PLEKHF1,ENSG00000166289,PLEKHF1
ENSPMRG00000019685,SOWAHD,ENSG00000187808,SOWAHD
ENSPMRG00000019686,TRPM1,ENSG00000134160,TRPM1
ENSPMRG00000019687,DRC7,ENSG00000159625,DRC7
ENSPMRG00000019688,,ENSG00000234469,CLDN34
ENSPMRG00000019689,,,
ENSPMRG00000019690,,,
ENSPMRG00000019691,,ENSG00000131943,C19orf12
ENSPMRG00000019692,KIAA0232,ENSG00000170871,KIAA0232
ENSPMRG00000019693,,ENSG00000163879,DNALI1
ENSPMRG00000019694,,ENSG00000106258,CYP3A5
ENSPMRG00000019694,,ENSG00000160868,CYP3A4
ENSPMRG00000019694,,ENSG00000021461,CYP3A43
ENSPMRG00000019694,,ENSG00000160870,CYP3A7
ENSPMRG00000019695,SEPTIN6,ENSG00000125354,SEPTIN6
ENSPMRG00000019696,XRCC5,ENSG00000079246,XRCC5
ENSPMRG00000019697,ACSL4,ENSG00000068366,ACSL4
ENSPMRG00000019698,TBCD,ENSG00000141556,TBCD
ENSPMRG00000019699,C3orf84,ENSG00000236980,C3orf84
ENSPMRG00000019700,,ENSG00000131943,C19orf12
ENSPMRG00000019701,EIF3E,ENSG00000104408,EIF3E
ENSPMRG00000019702,,,
ENSPMRG00000019703,,,
ENSPMRG00000019704,,ENSG00000131943,C19orf12
ENSPMRG00000019705,,ENSG00000163877,SNIP1
ENSPMRG00000019706,,,
ENSPMRG00000019707,,,
ENSPMRG00000019708,ADGRG5,ENSG00000159618,ADGRG5
ENSPMRG00000019709,NKRF,ENSG00000186416,NKRF
ENSPMRG00000019710,KCNE5,ENSG00000176076,KCNE5
ENSPMRG00000019711,,,
ENSPMRG00000019712,TMEM169,ENSG00000163449,TMEM169
ENSPMRG00000019713,UBE2A,ENSG00000077721,UBE2A
ENSPMRG00000019714,,ENSG00000013588,GPRC5A
ENSPMRG00000019714,,ENSG00000111291,GPRC5D
ENSPMRG00000019715,,,
ENSPMRG00000019716,NXT2,ENSG00000101888,NXT2
ENSPMRG00000019717,PECR,ENSG00000115425,PECR
ENSPMRG00000019718,U4,,
ENSPMRG00000019719,,,
ENSPMRG00000019720,,,
ENSPMRG00000019721,,,
ENSPMRG00000019722,CCDC102A,ENSG00000135736,CCDC102A
ENSPMRG00000019723,,,
ENSPMRG00000019724,CCNE1,ENSG00000105173,CCNE1
ENSPMRG00000019725,,,
ENSPMRG00000019726,,,
ENSPMRG00000019727,DIS3L2,ENSG00000144535,DIS3L2
ENSPMRG00000019728,CRELD1,ENSG00000163703,CRELD1
ENSPMRG00000019729,MAP3K2,ENSG00000169967,MAP3K2
ENSPMRG00000019730,,,
ENSPMRG00000019731,,,
ENSPMRG00000019732,DOK4,ENSG00000125170,DOK4
ENSPMRG00000019733,,ENSG00000106258,CYP3A5
ENSPMRG00000019733,,ENSG00000160868,CYP3A4
ENSPMRG00000019733,,ENSG00000021461,CYP3A43
ENSPMRG00000019733,,ENSG00000160870,CYP3A7
ENSPMRG00000019734,IRS4,ENSG00000133124,IRS4
ENSPMRG00000019735,,ENSG00000113296,THBS4
ENSPMRG00000019736,FAM234B,ENSG00000084444,FAM234B
ENSPMRG00000019737,TADA2B,ENSG00000173011,TADA2B
ENSPMRG00000019738,,,
ENSPMRG00000019739,,ENSG00000169100,SLC25A6
ENSPMRG00000019740,IL17RC,ENSG00000163702,IL17RC
ENSPMRG00000019741,,ENSG00000149591,TAGLN
ENSPMRG00000019742,ERCC3,ENSG00000163161,ERCC3
ENSPMRG00000019743,URI1,ENSG00000105176,URI1
ENSPMRG00000019744,COQ9,ENSG00000088682,COQ9
ENSPMRG00000019745,GSG1,ENSG00000111305,GSG1
ENSPMRG00000019746,GRPEL1,ENSG00000109519,GRPEL1
ENSPMRG00000019747,KCTD7,ENSG00000243335,KCTD7
ENSPMRG00000019748,,,
ENSPMRG00000019749,,,
ENSPMRG00000019750,,,
ENSPMRG00000019751,CIAPIN1,ENSG00000005194,CIAPIN1
ENSPMRG00000019752,,,
ENSPMRG00000019753,Vault,,
ENSPMRG00000019754,SLC25A43,ENSG00000077713,SLC25A43
ENSPMRG00000019755,RSPO2,ENSG00000147655,RSPO2
ENSPMRG00000019756,ZNF536,ENSG00000198597,ZNF536
ENSPMRG00000019757,EMP1,ENSG00000134531,EMP1
ENSPMRG00000019758,COL4A6,ENSG00000197565,COL4A6
ENSPMRG00000019759,,,
ENSPMRG00000019760,IL17RE,ENSG00000163701,IL17RE
ENSPMRG00000019761,,,
ENSPMRG00000019762,TPST1,ENSG00000169902,TPST1
ENSPMRG00000019763,,,
ENSPMRG00000019764,SORCS2,ENSG00000184985,SORCS2
ENSPMRG00000019765,TSHZ3,ENSG00000121297,TSHZ3
ENSPMRG00000019766,,,
ENSPMRG00000019767,PGRMC1,ENSG00000101856,PGRMC1
ENSPMRG00000019768,,ENSG00000186684,CYP27C1
ENSPMRG00000019769,CRCP,ENSG00000241258,CRCP
ENSPMRG00000019770,ANGPT1,ENSG00000154188,ANGPT1
ENSPMRG00000019771,,,
ENSPMRG00000019772,,,
ENSPMRG00000019773,TMEM170A,ENSG00000166822,TMEM170A
ENSPMRG00000019774,,,
ENSPMRG00000019775,,,
ENSPMRG00000019776,ZNF507,ENSG00000168813,ZNF507
ENSPMRG00000019777,,ENSG00000250423,KIAA1210
ENSPMRG00000019778,JAGN1,ENSG00000171135,JAGN1
ENSPMRG00000019779,,,
ENSPMRG00000019780,BIN1,ENSG00000136717,BIN1
ENSPMRG00000019781,U2,,
ENSPMRG00000019782,RPUSD3,ENSG00000156990,RPUSD3
ENSPMRG00000019783,ATG4A,ENSG00000101844,ATG4A
ENSPMRG00000019784,,ENSG00000078618,NRDC
ENSPMRG00000019785,,,
ENSPMRG00000019786,PCSK7,ENSG00000160613,PCSK7
ENSPMRG00000019787,BCAR1,ENSG00000050820,BCAR1
ENSPMRG00000019788,,,
ENSPMRG00000019789,GRIN2B,ENSG00000273079,GRIN2B
ENSPMRG00000019790,TTLL3,ENSG00000214021,TTLL3
ENSPMRG00000019791,,,
ENSPMRG00000019792,DPY19L3,ENSG00000178904,DPY19L3
ENSPMRG00000019793,,,
ENSPMRG00000019794,PSMD10,ENSG00000101843,PSMD10
ENSPMRG00000019795,,,
ENSPMRG00000019796,ATF7IP,ENSG00000171681,ATF7IP
ENSPMRG00000019797,,,
ENSPMRG00000019798,AGBL1,ENSG00000273540,AGBL1
ENSPMRG00000019799,LONRF3,ENSG00000175556,LONRF3
ENSPMRG00000019800,,,
ENSPMRG00000019801,KCNJ14,ENSG00000182324,KCNJ14
ENSPMRG00000019802,PLBD1,ENSG00000121316,PLBD1
ENSPMRG00000019803,VSIG1,ENSG00000101842,VSIG1
ENSPMRG00000019804,,,
ENSPMRG00000019805,ARPC4,ENSG00000241553,ARPC4
ENSPMRG00000019806,AFAP1,ENSG00000196526,AFAP1
ENSPMRG00000019807,,,
ENSPMRG00000019808,,ENSG00000186684,CYP27C1
ENSPMRG00000019809,,ENSG00000170619,COMMD5
ENSPMRG00000019810,KLHL25,ENSG00000183655,KLHL25
ENSPMRG00000019811,TADA3,ENSG00000171148,TADA3
ENSPMRG00000019812,,ENSG00000078618,NRDC
ENSPMRG00000019813,GUCY2C,ENSG00000070019,GUCY2C
ENSPMRG00000019814,FAM199X,ENSG00000123575,FAM199X
ENSPMRG00000019815,AKAP13,ENSG00000170776,AKAP13
ENSPMRG00000019816,ABRA,ENSG00000174429,ABRA
ENSPMRG00000019817,CAMK1,ENSG00000134072,CAMK1
ENSPMRG00000019818,GAB3,ENSG00000160219,GAB3
ENSPMRG00000019819,GYPC,ENSG00000136732,GYPC
ENSPMRG00000019820,SYNDIG1,ENSG00000101463,SYNDIG1
ENSPMRG00000019821,,,
ENSPMRG00000019822,OGG1,ENSG00000114026,OGG1
ENSPMRG00000019823,,,
ENSPMRG00000019824,IL1RAPL2,ENSG00000189108,IL1RAPL2
ENSPMRG00000019825,SEC23B,ENSG00000101310,SEC23B
ENSPMRG00000019826,PDLIM5,ENSG00000163110,PDLIM5
ENSPMRG00000019827,,,
ENSPMRG00000019828,,ENSG00000168925,CTRB1
ENSPMRG00000019828,,ENSG00000168928,CTRB2
ENSPMRG00000019829,,ENSG00000126860,EVI2A
ENSPMRG00000019830,BRPF1,ENSG00000156983,BRPF1
ENSPMRG00000019831,,,
ENSPMRG00000019832,IFT56,ENSG00000105948,IFT56
ENSPMRG00000019833,OXR1,ENSG00000164830,OXR1
ENSPMRG00000019834,CNTNAP5,ENSG00000155052,CNTNAP5
ENSPMRG00000019835,,ENSG00000185862,EVI2B
ENSPMRG00000019836,DTD1,ENSG00000125821,DTD1
ENSPMRG00000019837,OMG,ENSG00000126861,OMG
ENSPMRG00000019838,LDHD,ENSG00000166816,LDHD
ENSPMRG00000019839,,,
ENSPMRG00000019840,,,
ENSPMRG00000019841,PLEKHO2,ENSG00000241839,PLEKHO2
ENSPMRG00000019842,,,
ENSPMRG00000019843,WSB1,ENSG00000109046,WSB1
ENSPMRG00000019844,SLC24A3,ENSG00000185052,SLC24A3
ENSPMRG00000019845,PDCD5,ENSG00000105185,PDCD5
ENSPMRG00000019846,ZNRF1,ENSG00000186187,ZNRF1
ENSPMRG00000019847,MRAS,ENSG00000158186,MRAS
ENSPMRG00000019848,,,
ENSPMRG00000019849,RADX,ENSG00000147231,RADX
ENSPMRG00000019850,PCSK6,ENSG00000140479,PCSK6
ENSPMRG00000019851,ANKRD27,ENSG00000105186,ANKRD27
ENSPMRG00000019852,,,
ENSPMRG00000019853,CPNE9,ENSG00000144550,CPNE9
ENSPMRG00000019854,ASL,ENSG00000126522,ASL
ENSPMRG00000019855,,,
ENSPMRG00000019856,KSR1,ENSG00000141068,KSR1
ENSPMRG00000019857,CYTH2,ENSG00000105443,CYTH2
ENSPMRG00000019858,WDR59,ENSG00000103091,WDR59
ENSPMRG00000019859,,,
ENSPMRG00000019860,,,
ENSPMRG00000019861,PTPN4,ENSG00000088179,PTPN4
ENSPMRG00000019862,RIN2,ENSG00000132669,RIN2
ENSPMRG00000019863,DYNC2LI1,ENSG00000138036,DYNC2LI1
ENSPMRG00000019864,,,
ENSPMRG00000019865,PIP4K2C,ENSG00000166908,PIP4K2C
ENSPMRG00000019866,SNRPA1,ENSG00000131876,SNRPA1
ENSPMRG00000019867,CHRNA6,ENSG00000147434,CHRNA6
ENSPMRG00000019868,NAA20,ENSG00000173418,NAA20
ENSPMRG00000019869,TPGS1,ENSG00000141933,TPGS1
ENSPMRG00000019870,,ENSG00000133135,RNF128
ENSPMRG00000019871,CDC34,ENSG00000099804,CDC34
ENSPMRG00000019872,RGS9BP,ENSG00000186326,RGS9BP
ENSPMRG00000019873,,ENSG00000147432,CHRNB3
ENSPMRG00000019874,,ENSG00000178498,DTX3
ENSPMRG00000019875,CRNKL1,ENSG00000101343,CRNKL1
ENSPMRG00000019876,NUDT19,ENSG00000213965,NUDT19
ENSPMRG00000019877,,,
ENSPMRG00000019878,ABCG5,ENSG00000138075,ABCG5
ENSPMRG00000019879,,,
ENSPMRG00000019880,,ENSG00000172270,BSG
ENSPMRG00000019881,RHOT2,ENSG00000140983,RHOT2
ENSPMRG00000019882,FA2H,ENSG00000103089,FA2H
ENSPMRG00000019883,UBN2,ENSG00000157741,UBN2
ENSPMRG00000019884,,,
ENSPMRG00000019885,THAP1,ENSG00000131931,THAP1
ENSPMRG00000019886,,ENSG00000099822,HCN2
ENSPMRG00000019887,,,
ENSPMRG00000019888,,,
ENSPMRG00000019889,EPB41L5,ENSG00000115109,EPB41L5
ENSPMRG00000019890,RNF170,ENSG00000120925,RNF170
ENSPMRG00000019891,MLKL,ENSG00000168404,MLKL
ENSPMRG00000019892,POLRMT,ENSG00000099821,POLRMT
ENSPMRG00000019893,TBC1D8B,ENSG00000133138,TBC1D8B
ENSPMRG00000019894,ZFPM2,ENSG00000169946,ZFPM2
ENSPMRG00000019895,,ENSG00000107099,DOCK8
ENSPMRG00000019896,,,
ENSPMRG00000019897,RHBDL1,ENSG00000103269,RHBDL1
ENSPMRG00000019898,TDRD12,ENSG00000173809,TDRD12
ENSPMRG00000019899,HOOK3,ENSG00000168172,HOOK3
ENSPMRG00000019900,CFAP61,ENSG00000089101,CFAP61
ENSPMRG00000019901,,,
ENSPMRG00000019902,TCIM,ENSG00000176907,TCIM
ENSPMRG00000019903,,,
ENSPMRG00000019904,ARHGEF25,ENSG00000240771,ARHGEF25
ENSPMRG00000019905,LRP12,ENSG00000147650,LRP12
ENSPMRG00000019906,,,
ENSPMRG00000019907,VBP1,ENSG00000155959,VBP1
ENSPMRG00000019908,SBNO2,ENSG00000064932,SBNO2
ENSPMRG00000019909,STUB1,ENSG00000103266,STUB1
ENSPMRG00000019910,RFWD3,ENSG00000168411,RFWD3
ENSPMRG00000019911,ZMAT4,ENSG00000165061,ZMAT4
ENSPMRG00000019912,DPYS,ENSG00000147647,DPYS
ENSPMRG00000019913,,,
ENSPMRG00000019914,KCMF1,ENSG00000176407,KCMF1
ENSPMRG00000019915,SMARCAD1,ENSG00000163104,SMARCAD1
ENSPMRG00000019916,RAB39B,ENSG00000155961,RAB39B
ENSPMRG00000019917,JMJD8,ENSG00000161999,JMJD8
ENSPMRG00000019918,DCSTAMP,ENSG00000164935,DCSTAMP
ENSPMRG00000019919,,,
ENSPMRG00000019920,,,
ENSPMRG00000019921,RALB,ENSG00000144118,RALB
ENSPMRG00000019922,,,
ENSPMRG00000019923,SFRP1,ENSG00000104332,SFRP1
ENSPMRG00000019924,GLG1,ENSG00000090863,GLG1
ENSPMRG00000019925,KLHL10,ENSG00000161594,KLHL10
ENSPMRG00000019926,,,
ENSPMRG00000019927,INHBB,ENSG00000163083,INHBB
ENSPMRG00000019928,FNTA,ENSG00000168522,FNTA
ENSPMRG00000019929,,,
ENSPMRG00000019930,ABCG8,ENSG00000143921,ABCG8
ENSPMRG00000019931,,,
ENSPMRG00000019932,,ENSG00000166049,PASD1
ENSPMRG00000019933,STK11,ENSG00000118046,STK11
ENSPMRG00000019934,,,
ENSPMRG00000019935,WDR24,ENSG00000127580,WDR24
ENSPMRG00000019936,FUT10,ENSG00000172728,FUT10
ENSPMRG00000019937,GOLGA7,ENSG00000147533,GOLGA7
ENSPMRG00000019938,RIMS2,ENSG00000176406,RIMS2
ENSPMRG00000019939,FBXL16,ENSG00000127585,FBXL16
ENSPMRG00000019940,,ENSG00000106571,GLI3
ENSPMRG00000019941,,,
ENSPMRG00000019942,,,
ENSPMRG00000019943,GINS4,ENSG00000147536,GINS4
ENSPMRG00000019944,,,
ENSPMRG00000019945,METRN,ENSG00000103260,METRN
ENSPMRG00000019946,GPR50,ENSG00000102195,GPR50
ENSPMRG00000019947,,ENSG00000103254,ANTKMT
ENSPMRG00000019948,CBARP,ENSG00000099625,CBARP
ENSPMRG00000019949,NRG1,ENSG00000157168,NRG1
ENSPMRG00000019950,RALGAPA2,ENSG00000188559,RALGAPA2
ENSPMRG00000019951,PDPR,ENSG00000090857,PDPR
ENSPMRG00000019952,CCDC78,ENSG00000162004,CCDC78
ENSPMRG00000019953,,,
ENSPMRG00000019954,,,
ENSPMRG00000019955,CIRBP,ENSG00000099622,CIRBP
ENSPMRG00000019956,,,
ENSPMRG00000019957,SMARCA1,ENSG00000102038,SMARCA1
ENSPMRG00000019958,HMGB3,ENSG00000029993,HMGB3
ENSPMRG00000019959,MIDN,ENSG00000167470,MIDN
ENSPMRG00000019960,GPAT4,ENSG00000158669,GPAT4
ENSPMRG00000019961,,,
ENSPMRG00000019962,,,
ENSPMRG00000019963,,,
ENSPMRG00000019964,EFNA2,ENSG00000099617,EFNA2
ENSPMRG00000019965,CD99L2,ENSG00000102181,CD99L2
ENSPMRG00000019966,,ENSG00000167085,PHB1
ENSPMRG00000019967,NKX6-3,ENSG00000165066,NKX6-3
ENSPMRG00000019968,,,
ENSPMRG00000019969,ATOH1,ENSG00000172238,ATOH1
ENSPMRG00000019970,,ENSG00000245848,CEBPA
ENSPMRG00000019971,,,
ENSPMRG00000019972,,ENSG00000079277,MKNK1
ENSPMRG00000019973,,,
ENSPMRG00000019974,CEBPG,ENSG00000153879,CEBPG
ENSPMRG00000019975,GRID2,ENSG00000152208,GRID2
ENSPMRG00000019976,,,
ENSPMRG00000019977,,,
ENSPMRG00000019978,,,
ENSPMRG00000019979,LUC7L,ENSG00000007392,LUC7L
ENSPMRG00000019980,,ENSG00000278803,PWWP4
ENSPMRG00000019980,,ENSG00000157502,PWWP3B
ENSPMRG00000019980,,ENSG00000160953,PWWP3A
ENSPMRG00000019981,B4GALNT1,ENSG00000135454,B4GALNT1
ENSPMRG00000019982,,,
ENSPMRG00000019983,,ENSG00000153774,CFDP1
ENSPMRG00000019984,PEPD,ENSG00000124299,PEPD
ENSPMRG00000019985,,,
ENSPMRG00000019986,,,
ENSPMRG00000019987,,,
ENSPMRG00000019988,,,
ENSPMRG00000019989,NDUFS7,ENSG00000115286,NDUFS7
ENSPMRG00000019990,NME4,ENSG00000103202,NME4
ENSPMRG00000019991,GAMT,ENSG00000130005,GAMT
ENSPMRG00000019992,OS9,ENSG00000135506,OS9
ENSPMRG00000019993,,,
ENSPMRG00000019994,,ENSG00000178522,AMBN
ENSPMRG00000019995,DAZAP1,ENSG00000071626,DAZAP1
ENSPMRG00000019996,CCSER1,ENSG00000184305,CCSER1
ENSPMRG00000019997,,,
ENSPMRG00000019998,FMC1,ENSG00000164898,FMC1
ENSPMRG00000019999,MTMR14,ENSG00000163719,MTMR14
ENSPMRG00000020000,LPL,ENSG00000175445,LPL
ENSPMRG00000020001,DCAF13,ENSG00000164934,DCAF13
ENSPMRG00000020002,KIZ,ENSG00000088970,KIZ
ENSPMRG00000020003,,,
ENSPMRG00000020004,,,
ENSPMRG00000020005,,,
ENSPMRG00000020006,TFCP2L1,ENSG00000115112,TFCP2L1
ENSPMRG00000020007,RPS15,ENSG00000115268,RPS15
ENSPMRG00000020008,,,
ENSPMRG00000020009,PSD3,ENSG00000156011,PSD3
ENSPMRG00000020010,,ENSG00000021488,SLC7A9
ENSPMRG00000020011,LRPPRC,ENSG00000138095,LRPPRC
ENSPMRG00000020012,SLC25A32,ENSG00000164933,SLC25A32
ENSPMRG00000020013,,,
ENSPMRG00000020014,MMRN1,ENSG00000138722,MMRN1
ENSPMRG00000020015,CHST8,ENSG00000124302,CHST8
ENSPMRG00000020016,XRN2,ENSG00000088930,XRN2
ENSPMRG00000020017,LUC7L2,ENSG00000146963,LUC7L2
ENSPMRG00000020018,APC2,ENSG00000115266,APC2
ENSPMRG00000020019,,,
ENSPMRG00000020020,CTHRC1,ENSG00000164932,CTHRC1
ENSPMRG00000020021,,,
ENSPMRG00000020022,,,
ENSPMRG00000020023,FZD6,ENSG00000164930,FZD6
ENSPMRG00000020024,,,
ENSPMRG00000020025,,,
ENSPMRG00000020026,KCTD15,ENSG00000153885,KCTD15
ENSPMRG00000020027,SNCA,ENSG00000145335,SNCA
ENSPMRG00000020028,BAALC,ENSG00000164929,BAALC
ENSPMRG00000020029,U12,ENSG00000201659,RNU12-2P
ENSPMRG00000020029,U12,ENSG00000276027,RNU12
ENSPMRG00000020030,,,
ENSPMRG00000020031,,,
ENSPMRG00000020032,,,
ENSPMRG00000020033,,ENSG00000165028,NIPSNAP3B
ENSPMRG00000020033,,ENSG00000136783,NIPSNAP3A
